YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2012,1.0,1,V,N,O,R,6600.0,4,1965.0,1,6088,1
2012,1.0,0,V,N,O,R,8265.0,4,1958.0,5,6088,1
2012,1.0,1,V,N,O,R,10600.0,4,1966.0,8,6088,1
2014,1.0,0,V,N,O,R,3510.0,4,1973.0,4,6088,1
2013,0.0,1,V,N,O,R,8000.0,4,1970.0,7,6088,1
2014,1.0,1,V,N,O,R,3780.0,4,1953.0,7,6088,1
2015,1.0,1,V,N,O,R,3780.0,4,1953.0,7,6088,1
2016,1.0,1,V,N,O,R,3780.0,4,1953.0,7,6088,1
2013,0.120547945,0,V,N,O,R,2471.0,4,2009.0,5,6088,0
2012,1.0,1,V,N,O,R,1908.0,4,1920.0,6,6088,0
2016,0.99726776,1,V,N,O,R,490.0,4,1900.0,4,6088,1
2013,1.0,1,V,N,O,R,15000.0,4,1965.0,7,6088,1
2015,0.915068493,1,V,N,O,R,15000.0,4,1965.0,7,6088,1
2012,1.0,1,V,N,O,R,12470.0,4,1974.0,6,6088,1
2013,1.0,0,V,N,O,R,395.0,4,1920.0,3,6088,0
2016,0.99726776,0,V,N,O,R,395.0,4,1920.0,3,6088,0
2013,0.495890411,1,V,N,O,R,12961.0,4,2006.0,6,6088,0
2012,0.0,0,V,N,O,R,350.0,4,1900.0,4,6088,0
2013,0.0,0,V,N,O,R,350.0,4,1900.0,4,6088,0
2014,0.0,0,V,N,O,R,350.0,4,1900.0,4,6088,0
2012,0.915300546,0,V,N,O,R,280.0,4,1940.0,2,6088,1
2014,0.084931507,0,V,N,O,R,280.0,4,1940.0,2,6088,0
2013,1.0,0,V,N,O,R,2600.0,4,1979.0,4,6088,0
2014,1.0,0,V,V,V,U,630.0,4,1960.0,4,6088,0
2012,0.0,0,V,N,O,R,520.0,4,1950.0,3,6088,0
2015,1.0,0,V,N,O,R,474.0,4,1900.0,2,6088,0
2014,1.0,1,V,N,O,R,800.0,4,1900.0,7,6088,1
2014,1.0,1,V,N,O,R,800.0,4,1995.0,5,6088,0
2012,0.480874317,1,V,N,O,R,1315.0,4,1900.0,6,6088,0
2013,0.780821918,1,V,N,O,R,3100.0,4,1954.0,7,6088,1
2016,0.99726776,0,V,N,O,R,3112.0,4,1946.0,7,6088,1
2016,0.99726776,0,N,V,V,U,750.0,4,1960.0,4,6088,0
2016,0.99726776,0,V,N,O,R,240.0,4,1954.0,4,6088,0
2015,1.0,0,V,N,O,R,2374.0,4,2013.0,4,6088,0
2015,0.747945205,0,V,N,O,R,200.0,4,1995.0,2,6088,0
2013,1.0,0,N,V,V,U,1620.0,4,1980.0,4,6088,1
2016,0.99726776,0,V,N,O,R,7291.0,4,1900.0,8,6088,1
2013,1.0,1,V,V,V,U,11547.0,4,1980.0,4,6088,1
2013,1.0,0,V,N,O,R,1500.0,4,1975.0,6,6088,0
2012,1.0,1,V,V,V,U,1800.0,4,1960.0,4,6088,0
2014,1.0,1,V,V,V,U,1800.0,4,1960.0,4,6088,0
2012,1.0,1,V,V,V,U,5385.0,4,1980.0,4,6088,1
2015,0.0,1,V,V,V,U,3482.0,4,1970.0,4,6088,0
2013,1.0,1,V,V,V,U,1572.0,4,1980.0,4,6088,0
2012,0.0,0,V,V,V,U,200.0,4,1970.0,4,6088,0
2015,0.0,0,V,V,V,U,600.0,4,1970.0,4,6088,0
2014,0.0,1,V,V,V,U,400.0,4,1970.0,4,6088,0
2013,1.0,0,V,V,V,U,700.0,4,1960.0,4,6088,0
2013,1.0,1,V,V,V,U,1400.0,4,1980.0,4,6088,1
2015,1.0,1,V,V,V,U,1400.0,4,1980.0,4,6088,0
2013,1.0,0,V,N,O,R,5266.0,4,1970.0,5,6088,0
2013,1.0,1,V,N,O,R,1874.0,4,1955.0,5,6088,0
2013,0.0,1,V,V,V,U,4288.0,4,1970.0,4,6088,1
2012,1.0,1,V,V,V,U,1125.0,4,1980.0,4,6088,0
2014,0.021917808,1,V,V,V,U,1125.0,4,1980.0,4,6088,0
2015,0.997260274,1,V,N,O,R,820.0,4,1920.0,4,6088,0
2016,0.99726776,0,V,N,O,R,1248.0,4,1950.0,5,6088,1
2012,0.0,1,V,V,V,U,685.0,4,1970.0,4,6088,1
2015,0.0,1,V,V,V,U,685.0,4,1970.0,4,6088,0
2015,1.0,1,V,N,O,R,3732.0,4,1930.0,8,6088,1
2013,1.0,1,V,N,O,R,1425.0,4,1960.0,6,6088,1
2016,1.0,1,V,N,O,R,1425.0,4,1960.0,6,6088,0
2016,1.0,0,V,N,O,R,1000.0,4,1950.0,6,6088,0
2013,0.0,0,N,V,V,U,700.0,4,1970.0,4,6088,0
2015,1.0,0,V,N,O,R,952.0,4,1970.0,6,6088,0
2015,1.0,0,V,N,O,R,400.0,4,1950.0,4,6088,0
2016,0.99726776,0,V,N,O,R,400.0,4,1950.0,4,6088,0
2013,1.0,0,N,V,V,U,400.0,4,1980.0,4,6088,0
2014,1.0,0,N,V,V,U,400.0,4,1980.0,4,6088,0
2012,1.0,1,N,V,V,U,4590.0,4,1980.0,4,6088,0
2014,1.0,0,V,N,O,R,1155.0,4,1982.0,5,6088,1
2013,1.0,0,V,V,V,U,1070.0,4,1960.0,4,6088,0
2013,1.0,0,N,V,V,U,335.0,4,1960.0,4,6088,0
2014,0.915068493,0,N,V,V,U,335.0,4,1960.0,4,6088,0
2014,1.0,1,V,V,V,U,250.0,4,1960.0,4,6088,0
2012,1.0,1,V,V,V,U,438.0,4,1980.0,4,6088,0
2012,1.0,0,N,V,V,U,415.0,4,1960.0,4,6088,1
2013,1.0,0,N,V,V,U,415.0,4,1960.0,4,6088,0
2012,1.0,1,V,V,V,U,1117.0,4,1980.0,4,6088,0
2013,1.0,1,V,V,V,U,900.0,4,1980.0,4,6088,0
2014,1.0,1,V,V,V,U,900.0,4,1980.0,4,6088,1
2016,0.99726776,1,V,V,V,U,900.0,4,1980.0,4,6088,0
2012,1.0,1,V,V,V,U,800.0,4,1980.0,4,6088,0
2016,0.494535519,1,N,V,V,U,719.0,4,1988.0,4,6088,0
2013,1.0,0,N,V,V,U,300.0,4,1960.0,4,6088,0
2014,1.0,1,V,N,O,R,5927.0,4,1972.0,6,6088,1
2016,0.243169399,1,N,V,V,U,195.0,4,1960.0,4,6088,0
2012,1.0,0,N,V,V,U,8570.0,4,1960.0,4,6088,1
2012,1.0,1,V,V,V,U,2300.0,4,1988.0,4,6088,0
2014,1.0,1,V,V,V,U,2300.0,4,1988.0,4,6088,0
2013,1.0,1,V,V,V,U,1700.0,4,1980.0,4,6088,1
2013,1.0,0,N,V,V,U,1026.0,4,1988.0,4,6088,0
2013,1.0,0,V,N,O,R,2138.0,4,1960.0,4,6088,1
2012,1.0,0,V,V,V,U,1500.0,4,1960.0,4,6088,1
2014,1.0,0,V,V,V,U,420.0,4,1960.0,4,6088,0
2012,1.0,1,V,N,O,R,1334.0,4,1930.0,7,6088,1
2012,1.0,1,V,N,O,R,1375.0,4,1951.0,7,6088,0
2012,0.0,1,N,V,V,U,1.0,4,1988.0,4,6088,0
2012,1.0,0,V,N,O,R,1200.0,4,1970.0,3,6088,0
2012,1.0,0,V,V,V,U,450.0,4,1980.0,4,6088,0
2016,0.99726776,0,V,V,V,U,450.0,4,1980.0,4,6088,1
2013,1.0,1,V,V,V,U,770.0,4,1970.0,4,6088,0
2015,1.0,0,V,N,O,R,1680.0,4,1930.0,6,6088,0
2013,1.0,0,V,N,O,R,476.0,4,1900.0,4,6088,0
2016,1.0,0,V,N,O,R,476.0,4,1900.0,4,6088,0
2012,1.0,0,N,V,V,U,808.0,4,1980.0,4,6088,1
2014,1.0,0,N,V,V,U,808.0,4,1980.0,4,6088,0
2012,0.24863388,1,N,V,V,U,1.0,4,1988.0,4,6089,0
2015,0.695890411,1,N,V,V,U,923.0,4,1980.0,4,6094,0
2014,1.0,0,V,N,O,R,4200.0,4,1975.0,7,6104,1
2012,1.0,0,N,V,V,U,7460.0,4,1980.0,4,6104,1
2014,1.0,0,V,N,O,R,1206.0,4,1970.0,4,6104,0
2015,1.0,0,V,N,O,R,700.0,4,1970.0,3,6104,0
2014,1.0,0,V,N,O,R,450.0,4,1960.0,4,6104,0
2015,1.0,0,V,N,O,R,450.0,4,1960.0,4,6104,0
2012,1.0,0,V,N,O,R,2976.0,4,1930.0,4,6104,0
2016,0.99726776,0,V,N,O,R,1200.0,4,1975.0,5,6104,0
2015,1.0,0,V,N,O,R,1320.0,4,1970.0,3,6104,0
2013,1.0,0,V,N,O,R,400.0,4,1920.0,3,6104,0
2014,1.0,1,V,N,O,R,1011.0,4,1990.0,3,6104,0
2014,1.0,1,V,N,O,R,2000.0,4,1990.0,3,6104,0
2014,1.0,0,V,N,O,R,500.0,4,1900.0,3,6104,0
2014,1.0,0,V,N,O,R,11000.0,4,1970.0,6,6104,1
2015,1.0,0,V,N,O,R,11000.0,4,1970.0,6,6104,1
2016,0.75136612,1,V,N,O,R,7838.0,4,1975.0,4,6104,1
2014,1.0,0,V,N,O,R,5400.0,4,1970.0,7,6104,1
2015,1.0,0,V,N,O,R,11380.0,4,1980.0,7,6104,0
2013,1.0,0,V,V,V,U,2844.0,4,1960.0,4,6104,1
2015,1.0,0,V,V,V,U,320.0,4,1980.0,4,6104,0
2012,1.0,0,V,V,V,U,1862.0,4,1980.0,4,6104,0
2013,1.0,0,V,V,V,U,1862.0,4,1980.0,4,6104,1
2014,1.0,0,V,V,V,U,1862.0,4,1980.0,4,6104,1
2016,0.99726776,0,V,N,O,R,5434.0,4,1975.0,6,6104,1
2015,1.0,0,V,N,O,R,2100.0,4,1960.0,6,6104,0
2013,1.0,0,V,N,O,R,4055.0,4,1970.0,7,6104,0
2015,1.0,0,V,V,V,U,537.0,4,1988.0,4,6104,1
2012,1.0,0,V,V,V,U,240.0,4,1980.0,4,6104,0
2014,1.0,1,V,V,V,U,1956.0,4,1988.0,4,6104,1
2012,1.0,0,V,V,V,U,3400.0,4,1980.0,4,6104,0
2014,1.0,0,V,N,O,R,3500.0,4,1988.0,4,6104,0
2015,1.0,0,V,N,O,R,3500.0,4,1988.0,4,6104,0
2015,1.0,0,V,V,V,U,990.0,4,1980.0,4,6104,0
2012,1.0,0,V,V,V,U,2750.0,4,1980.0,4,6104,1
2014,1.0,0,N,V,V,U,3287.0,4,1988.0,4,6104,1
2012,1.0,0,V,N,O,R,1173.0,4,1999.0,5,6104,0
2014,1.0,0,V,N,O,R,900.0,4,1985.0,3,6120,0
2015,1.0,0,V,N,O,R,900.0,4,1985.0,3,6120,1
2016,1.0,0,N,V,V,U,4565.0,4,1980.0,4,6121,0
2013,0.495890411,0,N,V,V,U,5657.0,4,1988.0,4,6121,0
2013,0.832876712,0,V,N,O,R,950.0,4,1990.0,6,6123,0
2015,1.0,0,V,N,O,R,4800.0,4,2006.0,4,6123,0
2012,1.0,1,V,N,O,R,2860.0,4,1970.0,6,6123,0
2016,1.0,1,V,V,V,U,4875.0,4,1980.0,4,6123,0
2012,1.0,0,V,V,V,U,6410.0,4,1960.0,4,6123,1
2012,1.0,0,V,N,O,R,7480.0,4,1978.0,5,6123,1
2012,1.0,0,N,V,V,U,860.0,4,1988.0,4,6123,0
2012,1.0,0,N,V,V,U,443.0,4,1960.0,4,6128,0
2012,1.0,0,N,V,V,U,300.0,4,1980.0,4,6136,0
2014,0.747945205,0,N,V,V,U,300.0,4,1980.0,4,6136,0
2013,1.0,0,V,N,O,R,2000.0,4,1980.0,3,6136,0
2016,0.99726776,0,N,V,V,U,1600.0,4,1980.0,4,6136,0
2013,0.947945205,0,N,V,V,U,4755.0,4,1980.0,4,6138,1
2016,0.912568306,0,V,N,O,R,1528.0,4,2000.0,4,6138,0
2015,1.0,0,V,N,O,R,4327.0,4,1990.0,4,6138,1
2016,0.99726776,0,V,N,O,R,4327.0,4,1990.0,4,6138,0
2012,1.0,0,V,N,O,R,625.0,4,1968.0,3,6138,0
2013,1.0,0,N,V,V,U,450.0,4,1960.0,4,6148,0
2015,1.0,1,V,N,O,R,1500.0,4,2001.0,2,6149,0
2014,0.504109589,0,V,N,O,R,110.0,4,1900.0,3,6150,0
2014,0.832876712,1,N,V,V,U,500.0,4,1988.0,4,6152,0
2013,1.0,0,V,N,O,R,1600.0,4,1960.0,3,6153,0
2016,0.99726776,1,N,V,V,U,306.0,4,1960.0,4,6153,0
2012,1.0,0,V,N,O,R,230.0,2,1900.0,4,6155,0
2014,1.0,0,V,N,O,R,4027.0,4,1975.0,6,6155,1
2016,0.99726776,0,V,N,O,R,7700.0,4,1970.0,5,6155,1
2015,1.0,0,V,N,O,R,3767.0,4,1968.0,4,6157,0
2012,1.0,0,V,N,O,R,600.0,4,1970.0,3,6157,1
2014,1.0,0,V,N,O,R,8641.0,4,1987.0,6,6157,1
2013,1.0,0,V,N,O,R,600.0,4,1976.0,2,6157,0
2016,1.0,0,V,N,O,R,1654.0,4,1990.0,4,6157,0
2012,1.0,0,V,V,V,U,450.0,4,1980.0,4,6157,0
2013,0.82739726,1,N,V,V,U,600.0,4,1980.0,4,6159,0
2013,1.0,1,N,V,V,U,700.0,4,1980.0,4,6159,1
2014,0.520547945,1,N,V,V,U,400.0,4,1960.0,4,6159,0
2013,0.832876712,0,N,V,V,U,476.0,4,1960.0,4,6159,0
2012,1.0,0,V,N,O,R,2646.0,4,1970.0,3,6159,1
2012,1.0,1,V,N,O,R,365.0,4,1870.0,4,6159,0
2016,0.99726776,1,V,N,O,R,365.0,4,1870.0,4,6159,0
2012,1.0,0,V,N,O,R,515.0,4,1900.0,3,6159,0
2014,1.0,0,V,N,O,R,515.0,4,1900.0,3,6159,0
2016,0.99726776,0,V,N,O,R,515.0,4,1900.0,3,6159,0
2016,0.333333333,1,V,N,O,R,862.0,4,1960.0,2,6159,0
2013,1.0,1,V,N,O,R,600.0,4,1920.0,5,6159,1
2012,1.0,1,V,V,V,U,2186.0,4,1980.0,4,6159,1
2016,0.99726776,1,V,V,V,U,2186.0,4,1980.0,4,6159,0
2014,1.0,1,V,N,O,R,7186.0,4,1970.0,6,6159,1
2012,1.0,1,V,N,O,R,4210.0,4,1957.0,6,6159,0
2013,1.0,1,V,V,V,U,350.0,4,1960.0,4,6159,0
2012,1.0,0,N,V,V,U,1950.0,4,1980.0,4,6161,0
2016,1.0,0,N,V,V,U,1950.0,4,1980.0,4,6161,0
2013,1.0,1,V,N,O,R,700.0,4,1900.0,3,6163,0
2013,1.0,0,N,V,V,U,7500.0,4,1988.0,4,6901,0
2014,0.24109589,1,N,V,V,U,1680.0,4,1988.0,4,6906,0
2013,1.0,0,V,V,V,U,6055.0,1,1980.0,4,7010,0
2015,1.0,0,V,V,V,U,3992.0,1,1960.0,4,7010,0
2013,1.0,0,V,V,V,U,4567.0,1,1980.0,4,7010,1
2012,1.0,0,V,N,O,R,7200.0,1,1970.0,5,7010,0
2014,1.0,0,N,V,V,U,1751.0,1,1988.0,4,7019,0
2014,1.0,0,V,N,O,R,3965.0,1,2007.0,5,7019,0
2014,1.0,0,V,N,O,R,320.0,1,2000.0,3,7102,0
2012,1.0,0,V,N,O,R,300.0,1,1950.0,3,7102,0
2016,0.99726776,0,V,V,V,U,120.0,1,1960.0,4,7102,0
2014,1.0,0,V,N,O,R,1725.0,1,1961.0,4,7181,0
2013,1.0,0,V,N,O,R,2457.0,1,1981.0,6,7186,0
2014,1.0,0,V,N,O,R,2457.0,1,1981.0,6,7186,0
2012,1.0,0,V,V,V,U,1500.0,1,1980.0,4,7186,0
2012,1.0,0,N,V,V,U,2585.0,1,1980.0,4,7186,0
2013,1.0,0,V,V,V,U,1000.0,1,1960.0,4,7281,0
2016,0.99726776,0,V,V,V,U,1000.0,1,1960.0,4,7281,0
2013,1.0,0,N,V,V,U,706.0,1,1980.0,4,7324,0
2012,0.581967213,0,V,V,V,U,1390.0,1,1980.0,4,7324,0
2012,1.0,0,N,V,V,U,988.0,1,1960.0,4,7324,0
2014,1.0,0,N,V,V,U,988.0,1,1960.0,4,7324,0
2013,1.0,0,V,V,V,U,2306.0,1,1960.0,4,7349,0
2015,0.084931507,0,V,N,O,R,3225.0,1,2015.0,3,8362,0
2012,1.0,0,V,N,O,R,1090.0,1,1960.0,4,8409,0
2015,1.0,0,V,N,O,R,1090.0,1,1960.0,4,8409,0
2016,0.99726776,0,V,N,O,R,500.0,1,1960.0,4,8409,0
2012,1.0,1,V,N,O,R,6317.0,1,1613.0,5,8409,1
2012,0.163934426,0,V,N,O,R,1300.0,2,1900.0,3,9029,0
2013,1.0,0,V,N,O,R,3800.0,2,1960.0,3,9122,1
2012,0.868852459,0,N,V,V,U,3773.0,2,1988.0,4,9261,0
2016,0.579234973,1,V,N,O,R,500.0,2,1950.0,1,9301,0
2013,1.0,0,V,N,O,R,2160.0,1,1900.0,3,10033,0
2016,1.0,0,V,N,O,R,3400.0,1,1961.0,5,10081,0
2013,1.0,0,V,N,O,R,1650.0,1,1967.0,6,10297,0
2016,1.0,0,V,N,O,R,350.0,1,2010.0,2,10333,0
2013,1.0,0,V,N,O,R,1030.0,1,1961.0,1,10333,0
2012,0.836065574,0,V,N,O,R,432.0,1,1971.0,2,10333,0
2015,0.161643836,0,V,N,O,R,432.0,1,1971.0,2,10333,0
2012,1.0,0,V,N,O,R,230.0,1,1850.0,2,10343,0
2015,1.0,0,V,N,O,R,2500.0,1,1995.0,4,10362,0
2013,1.0,0,V,N,O,R,1567.0,1,1950.0,3,10362,0
2015,1.0,0,V,N,O,R,1567.0,1,1950.0,3,10362,0
2016,1.0,0,V,N,O,R,1567.0,1,1950.0,3,10362,0
2013,1.0,0,V,N,O,R,1700.0,1,2001.0,4,10362,0
2012,0.836065574,0,V,N,O,R,1751.0,1,1962.0,5,10362,1
2014,1.0,0,V,N,O,R,1751.0,1,1962.0,5,10362,0
2016,0.663934426,0,V,N,O,R,260.0,1,1900.0,3,10362,0
2012,1.0,0,N,V,V,U,405.0,1,1970.0,4,10387,0
2014,1.0,0,V,N,O,R,550.0,1,1700.0,3,10387,0
2015,1.0,0,N,V,V,U,400.0,1,1970.0,4,10387,0
2013,1.0,0,V,N,O,R,906.0,1,1850.0,3,10387,1
2016,1.0,0,V,N,O,R,400.0,1,1700.0,3,10387,1
2013,1.0,0,V,N,O,R,400.0,1,1850.0,5,10387,0
2014,1.0,0,V,N,O,R,400.0,1,1850.0,5,10387,0
2013,1.0,0,V,N,O,R,430.0,1,1850.0,3,10387,0
2015,1.0,0,V,N,O,R,480.0,1,1850.0,4,10387,0
2016,1.0,0,V,N,O,R,480.0,1,1850.0,4,10387,0
2013,1.0,0,V,N,O,R,240.0,1,1850.0,3,10387,1
2014,1.0,0,V,N,O,R,240.0,1,1850.0,3,10387,0
2016,0.99726776,0,V,N,O,R,240.0,1,1850.0,3,10387,0
2013,1.0,0,V,N,O,R,1510.0,1,2011.0,4,10387,0
2016,1.0,0,V,N,O,R,1510.0,1,2011.0,4,10387,0
2016,1.0,0,V,N,O,R,450.0,1,1999.0,3,10387,0
2016,1.0,0,V,N,O,R,502.0,1,1950.0,4,10387,0
2014,1.0,0,V,N,O,R,1830.0,1,1964.0,5,10387,1
2013,1.0,0,V,N,O,R,202.0,1,1900.0,3,10387,0
2013,1.0,0,V,N,O,R,1350.0,1,1971.0,8,10387,1
2016,1.0,0,V,N,O,R,1350.0,1,1971.0,8,10387,0
2016,1.0,0,V,N,O,R,891.0,1,1984.0,4,10387,0
2014,1.0,0,V,N,O,R,350.0,1,1940.0,3,10387,0
2013,1.0,0,V,N,O,R,4862.0,1,1988.0,7,10387,0
2014,1.0,0,V,N,O,R,2700.0,1,1958.0,4,10387,1
2016,1.0,0,V,N,O,R,4400.0,1,1974.0,7,10387,0
2014,1.0,0,V,N,O,R,6500.0,1,1972.0,8,10387,1
2013,1.0,0,V,N,O,R,1500.0,1,1979.0,8,10387,1
2012,0.836065574,0,V,N,O,R,1441.0,1,1961.0,4,10387,0
2015,1.0,0,V,N,O,R,1395.0,1,1960.0,4,10387,0
2016,0.99726776,0,V,V,V,U,800.0,1,1960.0,4,10387,0
2013,0.769863014,0,V,V,V,U,320.0,1,1988.0,4,10387,1
2012,1.0,0,V,V,V,U,150.0,1,1988.0,4,10387,0
2014,1.0,0,V,N,O,R,5781.0,2,2004.0,2,11069,1
2012,1.0,0,N,V,V,U,5781.0,2,1970.0,4,11069,0
2014,1.0,1,N,V,V,U,4465.0,2,1988.0,4,11076,1
2016,1.0,1,N,V,V,U,4465.0,2,1988.0,4,11076,1
2015,0.983561644,0,V,N,O,R,4300.0,2,1978.0,2,11170,1
2013,1.0,0,V,V,V,U,2000.0,2,1980.0,4,11202,0
2014,1.0,0,V,V,V,U,2000.0,2,1980.0,4,11202,0
2013,1.0,0,V,N,O,R,520.0,2,1800.0,3,11262,0
2014,1.0,0,V,N,O,R,520.0,2,1800.0,3,11262,0
2012,1.0,0,V,N,O,R,400.0,2,1900.0,2,11262,1
2012,1.0,0,V,V,V,U,600.0,2,1988.0,4,11262,0
2014,0.246575342,0,V,V,V,U,2000.0,2,1980.0,4,11262,1
2012,1.0,0,N,V,V,U,1800.0,2,1988.0,4,11262,0
2015,1.0,0,V,V,V,U,1050.0,2,1980.0,4,11262,0
2016,0.99726776,0,V,V,V,U,1050.0,2,1980.0,4,11262,0
2013,1.0,0,V,N,O,R,1500.0,2,2008.0,4,11266,0
2014,1.0,0,V,N,O,R,750.0,2,1960.0,3,11266,0
2016,0.994535519,0,V,N,O,R,750.0,2,1960.0,3,11266,0
2015,1.0,0,V,N,O,R,750.0,2,1978.0,1,11266,0
2016,0.745901639,0,V,N,O,R,750.0,2,1978.0,1,11266,0
2014,1.0,1,N,V,V,U,3023.0,2,1988.0,4,11441,1
2015,0.98630137,1,N,V,V,U,2074.0,2,1988.0,4,11441,0
2013,0.495890411,0,N,V,V,U,450.0,2,1988.0,4,11910,0
2012,1.0,0,N,V,V,U,2277.0,1,1980.0,4,12084,0
2012,1.0,0,V,N,O,R,380.0,1,1900.0,4,12096,0
2013,1.0,0,V,N,O,R,380.0,1,1900.0,4,12096,0
2016,0.99726776,0,V,N,O,R,2064.0,1,2014.0,6,12145,0
2012,1.0,0,V,N,O,R,400.0,1,1930.0,1,12145,0
2013,1.0,0,V,N,O,R,400.0,1,1930.0,1,12145,0
2013,0.791780822,0,V,V,V,U,265.0,1,1960.0,4,12145,0
2013,1.0,0,V,N,O,R,275.0,1,1940.0,2,12145,0
2013,0.194520548,0,V,V,V,U,400.0,1,1960.0,4,12145,0
2013,1.0,1,V,V,V,U,800.0,1,1988.0,4,12174,0
2015,0.983561644,1,V,V,V,U,800.0,1,1988.0,4,12174,0
2016,0.99726776,1,V,N,O,R,1229.0,1,2001.0,2,12176,0
2012,1.0,0,V,N,O,R,1435.0,1,1979.0,3,12176,1
2012,1.0,1,V,V,V,U,189.0,1,1960.0,4,12176,0
2015,0.983561644,1,V,N,O,R,949.0,1,2002.0,4,12202,1
2016,0.967213115,1,V,N,O,R,949.0,1,2002.0,4,12202,0
2012,1.0,0,V,N,O,R,3817.0,1,1990.0,8,12202,1
2013,0.416438356,0,V,V,V,U,770.0,1,1980.0,4,12202,0
2012,1.0,0,V,N,O,R,2016.0,1,1958.0,7,12202,0
2012,1.0,1,N,V,V,U,1041.0,1,1980.0,4,12202,0
2014,0.915068493,1,N,V,V,U,1041.0,1,1980.0,4,12202,0
2013,1.0,0,V,V,V,U,1850.0,1,1980.0,4,12202,1
2013,0.747945205,0,V,V,V,U,432.0,1,1980.0,4,12202,0
2015,0.953424658,0,V,V,V,U,150.0,1,1960.0,4,12208,0
2016,1.0,0,V,V,V,U,350.0,1,1960.0,4,12208,0
2013,0.41369863,0,N,V,V,U,3500.0,1,1988.0,4,12300,0
2013,1.0,0,V,N,O,R,710.0,1,1950.0,5,12300,0
2014,1.0,0,V,N,O,R,400.0,1,1920.0,3,12300,0
2015,1.0,0,V,N,O,R,400.0,1,1920.0,3,12300,0
2013,1.0,0,N,V,V,U,1800.0,1,1980.0,4,12300,0
2015,1.0,0,N,V,V,U,1800.0,1,1980.0,4,12300,0
2013,1.0,0,N,V,V,U,300.0,1,1970.0,4,13001,0
2014,0.120547945,0,N,V,V,U,3930.0,1,1960.0,4,13001,0
2012,1.0,0,N,V,V,U,2350.0,2,1960.0,4,13001,0
2015,1.0,0,N,V,V,U,2350.0,2,1960.0,4,13001,1
2016,1.0,0,N,V,V,U,420.0,2,1988.0,4,13001,0
2012,1.0,0,N,V,V,U,250.0,2,1960.0,4,13001,1
2014,1.0,0,N,V,V,U,15.0,2,1970.0,4,13001,0
2015,1.0,0,N,V,V,U,15.0,2,1970.0,4,13001,0
2013,1.0,0,N,V,V,U,1700.0,1,1980.0,4,13001,1
2013,1.0,0,N,V,V,U,1230.0,2,1980.0,4,13001,0
2013,1.0,0,N,V,V,U,800.0,2,1980.0,4,13001,0
2012,1.0,0,N,V,V,U,930.0,2,1980.0,4,13001,0
2013,1.0,0,N,V,V,U,257.0,2,1980.0,4,13001,0
2014,1.0,0,N,V,V,U,257.0,2,1980.0,4,13001,0
2012,0.0,0,N,V,V,U,3693.0,2,1980.0,4,13001,0
2013,1.0,0,V,N,O,R,4814.0,1,2010.0,6,13001,1
2015,0.857534247,0,V,N,O,R,4814.0,1,2010.0,6,13001,1
2012,1.0,0,V,N,O,R,1350.0,1,1982.0,4,13001,0
2013,1.0,0,V,N,O,R,4650.0,1,1960.0,5,13001,0
2016,1.0,0,V,N,O,R,4650.0,1,1960.0,5,13001,1
2015,0.495890411,1,V,N,O,R,2128.0,2,1960.0,4,13001,0
2013,1.0,0,V,N,O,R,2400.0,1,1972.0,5,13001,1
2013,1.0,0,V,N,O,R,2039.0,1,1970.0,4,13001,0
2016,0.99726776,0,V,N,O,R,2039.0,1,1970.0,4,13001,0
2013,1.0,1,V,N,O,R,1200.0,2,1980.0,5,13001,1
2013,0.747945205,1,V,N,O,R,8000.0,2,2000.0,8,13001,0
2014,0.252054795,0,V,N,O,R,1858.0,1,1972.0,5,13001,0
2012,1.0,0,V,N,O,R,124.0,2,1850.0,4,13001,0
2013,0.802739726,1,N,V,V,U,500.0,2,1970.0,4,13001,0
2012,1.0,0,V,N,O,R,2060.0,2,1970.0,3,13001,0
2013,1.0,0,V,N,O,R,630.0,2,1850.0,3,13001,1
2012,1.0,0,V,V,V,U,700.0,2,1970.0,4,13001,0
2014,1.0,1,N,V,V,U,1972.0,2,1960.0,4,13001,1
2015,1.0,1,N,V,V,U,1972.0,2,1960.0,4,13001,0
2016,0.99726776,0,V,N,O,R,1675.0,2,1970.0,5,13001,0
2014,1.0,0,V,N,O,R,1800.0,1,1970.0,4,13001,0
2012,1.0,0,N,V,V,U,620.0,2,1960.0,4,13001,0
2012,1.0,0,V,N,O,R,620.0,2,1900.0,4,13001,0
2014,1.0,0,V,N,O,R,1920.0,2,1960.0,6,13001,0
2014,1.0,0,V,N,O,R,1540.0,2,1960.0,4,13001,0
2014,1.0,0,V,N,O,R,1210.0,2,1960.0,5,13001,0
2015,1.0,0,V,N,O,R,1210.0,2,1960.0,5,13001,0
2013,1.0,0,N,V,V,U,1215.0,2,1980.0,4,13001,0
2014,1.0,0,N,V,V,U,1215.0,2,1980.0,4,13001,0
2012,1.0,1,V,V,V,U,258.0,1,1980.0,4,13001,0
2016,1.0,1,N,V,V,U,400.0,2,1980.0,4,13001,0
2014,1.0,0,N,V,V,U,2317.0,2,1960.0,4,13001,0
2014,1.0,0,N,V,V,U,3942.0,2,1960.0,4,13001,1
2016,0.989071038,0,N,V,V,U,3942.0,2,1960.0,4,13001,0
2012,1.0,0,N,V,V,U,2791.0,2,1960.0,4,13001,0
